val_error1,epoch,val_loss,train_error1,val_error5,train_loss,train_error5
54.64,1,1.7009992589950562,66.956,7.590000000000003,2.0059701121520996,14.105999999999995
40.12,2,1.3356354804992676,48.02,3.4000000000000057,1.5472683494567872,5.896000000000001
35.66,3,1.2130070030212403,37.32,2.8499999999999943,1.2669417037200927,3.486000000000004
29.790000000000006,4,1.0414326476097107,32.22,2.010000000000005,1.1205953666114807,2.578000000000003
26.840000000000003,5,0.9843871495246888,28.323999999999998,1.8299999999999983,1.0059484129714966,1.975999999999999
26.549999999999997,6,0.9698373372077942,25.319999999999993,1.2999999999999972,0.918385798072815,1.5999999999999943
22.060000000000002,7,0.8384685002326965,23.524,1.2099999999999937,0.859465415058136,1.3799999999999955
21.370000000000005,8,0.8115609215736389,21.938000000000002,1.1800000000000068,0.8123927377700806,1.1539999999999964
21.769999999999996,9,0.8198900370597839,20.819999999999993,1.1400000000000006,0.7780871075439453,1.1640000000000015
21.28,10,0.8113671241283417,19.786,1.1899999999999977,0.7431636455917359,1.073999999999998
19.680000000000007,11,0.7786575685501098,18.813999999999993,1.1700000000000017,0.7187608353805542,0.9419999999999931
20.560000000000002,12,0.7972088242530823,18.331999999999994,1.1500000000000057,0.6977622542953491,0.9000000000000057
19.430000000000007,13,0.7592121494293212,17.766000000000005,0.8199999999999932,0.6822842826652527,0.8840000000000003
18.599999999999994,14,0.7362891561508179,17.28,0.9300000000000068,0.6680551321220398,0.7759999999999962
17.799999999999997,15,0.6869167264461518,16.870000000000005,0.769999999999996,0.6529281876945495,0.7939999999999969
17.379999999999995,16,0.6781610007286072,16.736000000000004,0.7000000000000028,0.6426736409759521,0.7439999999999998
17.730000000000004,17,0.699783344745636,16.287999999999997,0.8199999999999932,0.6291067751693725,0.6779999999999973
19.069999999999993,18,0.7381441390991211,15.930000000000007,0.8900000000000006,0.6204126683235168,0.6500000000000057
16.290000000000006,19,0.6366911605834961,15.418000000000006,0.7099999999999937,0.6058489158058167,0.6700000000000017
17.650000000000006,20,0.6966694141864777,15.091999999999999,0.8400000000000034,0.5985914053916931,0.6560000000000059
16.810000000000002,21,0.6587078231811524,15.102000000000004,0.7399999999999949,0.5961128756713867,0.6099999999999994
16.090000000000003,22,0.6430028589725494,14.959999999999994,0.7000000000000028,0.5912750881004334,0.597999999999999
15.64,23,0.6365042095184326,14.855999999999995,0.75,0.5892433875274659,0.5900000000000034
16.89,24,0.6734354640960694,14.775999999999996,0.769999999999996,0.581655512046814,0.5220000000000056
17.17,25,0.6882679448127746,14.203999999999994,0.769999999999996,0.5730989165115357,0.563999999999993
16.739999999999995,26,0.6798429482460022,14.236000000000004,0.7099999999999937,0.5712251162338257,0.5240000000000009
16.92,27,0.6701782960891723,14.427999999999997,0.7800000000000011,0.5726423661327362,0.5040000000000049
15.989999999999995,28,0.6389441397666931,14.079999999999998,0.75,0.5644454823303222,0.5259999999999962
16.519999999999996,29,0.6790997486114502,13.873999999999995,0.730000000000004,0.5620773681259156,0.5400000000000063
16.760000000000005,30,0.6707459966659546,13.512,0.8100000000000023,0.5532936796188355,0.5180000000000007
16.069999999999993,31,0.6487323381900787,13.760000000000005,0.6599999999999966,0.554317234802246,0.4719999999999942
15.590000000000003,32,0.6376862596511841,13.488,0.6099999999999994,0.5533669894981385,0.4759999999999991
15.319999999999993,33,0.6180213933944703,13.604,0.5499999999999972,0.5534018834495544,0.5019999999999953
15.510000000000005,34,0.6244578672409058,13.536000000000001,0.5900000000000034,0.5496227489280701,0.4899999999999949
16.629999999999995,35,0.6657621545791625,13.531999999999996,0.8199999999999932,0.553844380531311,0.480000000000004
15.680000000000007,36,0.6467227404594421,13.299999999999997,0.6700000000000017,0.545700689086914,0.45600000000000307
15.829999999999998,37,0.6422769392490387,13.224000000000004,0.769999999999996,0.5415013191509247,0.43600000000000705
18.5,38,0.7318426891326905,13.170000000000002,0.9000000000000057,0.542667550201416,0.39400000000000546
14.709999999999994,39,0.6210478739738464,13.335999999999999,0.6400000000000006,0.5413101736068726,0.4479999999999933
14.909999999999997,40,0.6136432392120361,13.230000000000004,0.6200000000000045,0.5417386554718018,0.41800000000000637
15.129999999999995,41,0.6264672830581665,12.787999999999997,0.7999999999999972,0.5353332092094422,0.4440000000000026
15.010000000000005,42,0.6210305088043213,12.828000000000003,0.5799999999999983,0.5328441291999817,0.4159999999999968
15.040000000000006,43,0.6395790962219239,12.930000000000007,0.7600000000000051,0.5344180137634277,0.4159999999999968
15.590000000000003,44,0.6550123408317566,12.849999999999994,0.7800000000000011,0.5344975513076782,0.42799999999999727
15.790000000000006,45,0.6623675583839417,12.634,0.730000000000004,0.5301284718894959,0.3719999999999999
14.920000000000002,46,0.6223841094017029,12.835999999999999,0.45999999999999375,0.53549004529953,0.3919999999999959
17.040000000000006,47,0.6832098708152771,12.665999999999997,0.6800000000000068,0.5346160931587219,0.4300000000000068
15.349999999999994,48,0.6358403056144715,12.641999999999996,0.5600000000000023,0.5294528572845459,0.35999999999999943
15.450000000000003,49,0.6300166606903076,12.518,0.519999999999996,0.5309200329971313,0.42799999999999727
15.510000000000005,50,0.6733888900756836,12.457999999999998,0.5499999999999972,0.5260952264785766,0.4579999999999984
14.920000000000002,51,0.6225743508815765,12.427999999999997,0.6299999999999955,0.5255626853179932,0.42199999999999704
16.659999999999997,52,0.6887354620933532,12.361999999999995,0.7600000000000051,0.523169325208664,0.37999999999999545
14.64,53,0.6143320053100586,12.682000000000002,0.4399999999999977,0.5312489081573486,0.3960000000000008
15.11,54,0.6557028538703918,12.420000000000002,0.7600000000000051,0.5262277828502655,0.3919999999999959
14.810000000000002,55,0.625968497800827,12.512,0.6800000000000068,0.5272266248130798,0.402000000000001
14.39,56,0.6000228753089905,12.378,0.46999999999999886,0.5244083675765991,0.402000000000001
13.870000000000005,57,0.5973584827423095,12.426000000000002,0.4399999999999977,0.5254517479324341,0.43200000000000216
13.89,58,0.5887448954582214,12.337999999999994,0.5499999999999972,0.5215536059570313,0.40800000000000125
14.510000000000005,59,0.6329606229782104,12.043999999999997,0.6099999999999994,0.5167491163063049,0.36599999999999966
17.870000000000005,60,0.7279825685501099,11.879999999999995,0.6800000000000068,0.515265671749115,0.39799999999999613
15.25,61,0.6427203021049499,12.236000000000004,0.6299999999999955,0.5164602891731263,0.35200000000000387
14.379999999999995,62,0.6184976818561554,12.189999999999998,0.6400000000000006,0.5185538151359558,0.36599999999999966
14.680000000000007,63,0.6144080005645752,11.736000000000004,0.5699999999999932,0.5077809690856934,0.367999999999995
14.439999999999998,64,0.6058681704521179,11.909999999999997,0.4000000000000057,0.514141915025711,0.4300000000000068
16.17,65,0.6716002445220948,12.072000000000003,0.6200000000000045,0.5135109098243713,0.36599999999999966
13.959999999999994,66,0.5912473463058472,11.969999999999999,0.5100000000000051,0.5176988296318055,0.3960000000000008
13.969999999999999,67,0.586465177154541,12.036000000000001,0.5600000000000023,0.5149604559326172,0.37000000000000455
13.799999999999997,68,0.6010136531829834,11.834000000000003,0.5799999999999983,0.5139517410373687,0.39400000000000546
15.14,69,0.6511793478012085,11.884,0.7000000000000028,0.5137205996131897,0.3340000000000032
15.569999999999993,70,0.6458253463745117,12.006,0.6400000000000006,0.5163475409698486,0.37000000000000455
14.689999999999998,71,0.6313831851959228,11.938000000000002,0.5999999999999943,0.5126022241592407,0.3780000000000001
15.829999999999998,72,0.6581082933902741,11.963999999999999,0.7600000000000051,0.5126655286598205,0.35599999999999454
14.480000000000004,73,0.6158951837539672,11.882000000000005,0.6099999999999994,0.5136406203651428,0.367999999999995
16.319999999999993,74,0.692538968038559,11.882000000000005,0.6700000000000017,0.5108943562126159,0.39000000000000057
15.150000000000006,75,0.6386638599872589,11.810000000000002,0.5900000000000034,0.5111606964206695,0.38800000000000523
13.819999999999993,76,0.6003978740692139,11.805999999999997,0.5600000000000023,0.507658217420578,0.382000000000005
15.549999999999997,77,0.6578419760704041,11.944000000000003,0.5499999999999972,0.5128965438747406,0.3739999999999952
14.400000000000006,78,0.6282459013938904,11.641999999999996,0.6400000000000006,0.5091920794677735,0.40800000000000125
14.900000000000006,79,0.6305023884773254,11.841999999999999,0.7199999999999989,0.5089775182151794,0.3299999999999983
13.709999999999994,80,0.5925100811481476,11.647999999999996,0.45999999999999375,0.5079655923652648,0.3400000000000034
14.370000000000005,81,0.6192723642349243,11.792000000000002,0.519999999999996,0.5067150740242005,0.3640000000000043
10.620000000000005,82,0.49976245646476747,8.078000000000003,0.29999999999999716,0.4047304330253601,0.18200000000000216
10.89,83,0.502932665348053,6.890000000000001,0.3100000000000023,0.3700183409404755,0.13599999999999568
10.689999999999998,84,0.5089363279819489,6.584000000000003,0.269999999999996,0.35862092367172244,0.13400000000000034
10.329999999999998,85,0.4887430724143982,6.2960000000000065,0.23000000000000398,0.34941137926101684,0.132000000000005
10.299999999999997,86,0.4943242616653442,6.177999999999997,0.23999999999999488,0.3438613962078094,0.09799999999999898
9.920000000000002,87,0.4996980731010437,5.8940000000000055,0.3100000000000023,0.33635982995033264,0.10800000000000409
10.36,88,0.4969033781528473,5.810000000000002,0.23999999999999488,0.33112554712295533,0.09399999999999409
10.480000000000004,89,0.5069537704467774,5.706000000000003,0.23000000000000398,0.3255151074695587,0.09999999999999432
10.700000000000003,90,0.5173534075260162,5.5,0.25,0.31924625774383547,0.11599999999999966
